vehicle_number,vehicle_type,violation_count,last_seen,most_common_area,most_common_violations
FKN00GL88125,CAR,2,2024-03-12 18:38:46+00:00,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara",NO PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC | WRONG PARKING
FKN00GL88212,BUS (BMTC/KSRTC),2,2024-03-21 22:37:46+00:00,"45th Cross Road, Banashankari Bus Stand Junction, JP Nagar Phase 1",PARKING OTHER THAN BUS STOP | WRONG PARKING | NO PARKING
FKN00GL86928,CAR,2,2024-03-14 00:01:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL86926,MAXI-CAB,2,2024-02-26 21:52:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL86924,HGV,2,2024-03-11 09:04:46+00:00,"Bellary Road, IAH and VB Quarters, UAS Campus",PARKING IN A MAIN ROAD | WRONG PARKING | PARKING NEAR ROAD CROSSING
FKN00GL102450,MOTOR CYCLE,2,2024-01-22 05:55:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING
FKN00GL8692,CAR,2,2024-02-06 04:07:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL86908,PASSENGER AUTO,2,2024-03-25 07:34:46+00:00,"BGS Flyover, City Market Circle, Bengaluru",WRONG PARKING
FKN00GL86907,MOTOR CYCLE,2,2024-04-08 06:49:46+00:00,"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar",WRONG PARKING
FKN00GL86904,TEMPO,2,2024-03-22 20:34:46+00:00,"Outer Ring Road, Sharadamma Layout, Munnekolala",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL102290,MOTOR CYCLE,2,2023-11-23 01:23:46+00:00,"SJP Road, Dharmaraya Swamy Temple Ward, Bengaluru Central City Corporation",WRONG PARKING
FKN00GL8689,CAR,2,2024-02-03 22:51:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING
FKN00GL86886,MOTOR CYCLE,2,2024-03-10 06:03:46+00:00,"AS Char Main Road, Sultanpete, Bengaluru",NO PARKING
FKN00GL86879,CAR,2,2024-03-11 06:37:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING
FKN00GL86877,CAR,2,2023-12-27 05:55:46+00:00,"Vatal Nagaraj Road, Bhashyam Circle, Rajaji Nagar",NO PARKING
FKN00GL102471,PASSENGER AUTO,2,2024-01-02 03:57:46+00:00,"Amrutha College Road, Kristal Jasper Villa, Haralur",NO PARKING
FKN00GL86870,CAR,2,2024-04-08 06:36:46+00:00,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL102486,PASSENGER AUTO,2,2024-01-20 04:12:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING
FKN00GL86869,SCOOTER,2,2024-03-31 03:54:46+00:00,"Mysore Road, Gopalan Arcade, Nayandahalli",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL86903,SCOOTER,2,2024-04-08 06:43:46+00:00,"Armstrong Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL102429,CAR,2,2023-11-26 04:06:46+00:00,"Sahakar Nagar Road, L&T Realty Elara Celestia, Byatarayanapura",WRONG PARKING
FKN00GL8704,SCOOTER,2,2024-03-30 06:22:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING
FKN00GL87037,SCOOTER,2,2024-02-27 05:30:46+00:00,"1st Cross Road, Block 6, Padarayanapura",NO PARKING
FKN00GL87035,CAR,2,2024-02-26 05:42:46+00:00,"14th Main Road, Kodigehalli Gate Junction, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL102430,CAR,2,2023-12-18 02:18:46+00:00,"2nd Main Road, RK Puram, Gandhi Nagar",WRONG PARKING
FKN00GL102431,CAR,2,2024-03-09 23:21:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",WRONG PARKING | NO PARKING
FKN00GL87017,MOTOR CYCLE,2,2024-02-27 05:12:46+00:00,"1st Main Road, Star Circle, Rajaji Nagar",WRONG PARKING
FKN00GL87016,SCOOTER,2,2024-02-27 05:04:46+00:00,"Avenue Road, Avenue Circle, Chickpete",WRONG PARKING | PARKING IN A MAIN ROAD | DOUBLE PARKING
FKN00GL86933,SCOOTER,2,2024-03-11 07:44:46+00:00,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi",WRONG PARKING
FKN00GL86992,PASSENGER AUTO,2,2024-03-26 00:06:46+00:00,"Kadubeesanahalli Underpass, LGCL United Towers, Kadubisanahalli",WRONG PARKING
FKN00GL86983,PASSENGER AUTO,2,2024-02-26 20:52:46+00:00,"Old Airport Road, Anjaneya Techno Park, ISRO Colony",NO PARKING | WRONG PARKING
FKN00GL8697,CAR,2,2024-02-03 21:46:46+00:00,"17th Main Road, KEB Quarters, Block 3",WRONG PARKING
FKN00GL86968,PASSENGER AUTO,2,2024-03-04 21:44:46+00:00,"Devasandra Main Road, Devasandra Junction, KR Puram",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL102444,MOTOR CYCLE,2,2023-11-26 04:46:46+00:00,"Sahakar Nagar Road, L&T Realty Elara Celestia, Byatarayanapura",WRONG PARKING
FKN00GL86957,LGV,2,2024-02-26 21:37:46+00:00,"8th Main Road, CMR Garden, Block 5 Stage 1",NO PARKING
FKN00GL86950,MOTOR CYCLE,2,2024-02-26 22:36:46+00:00,"Cubbon Road, Mantri Altiue Apartment, Shivaji Nagar",WRONG PARKING
FKN00GL86944,SCOOTER,2,2024-03-23 22:07:46+00:00,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL8694,CAR,2,2024-02-09 07:21:46+00:00,"56th Cross Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar",WRONG PARKING
FKN00GL86996,CAR,2,2024-02-26 23:47:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",WRONG PARKING
FKN00GL86714,CAR,2,2024-03-23 01:36:46+00:00,"17th Main Road, KPTCL Quarters, Block 2",WRONG PARKING | NO PARKING
FKN00GL86710,PASSENGER AUTO,2,2024-03-12 21:07:46+00:00,"8th Main Road, JJR Nagar Circle, JJR Nagar North",NO PARKING | PARKING IN A MAIN ROAD | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL102511,PASSENGER AUTO,2,2023-11-27 02:46:46+00:00,"Lakshmipura Main Road, Bhawani Nagar, Gavipuram",NO PARKING
FKN00GL86704,CAR,2,2024-04-06 22:00:46+00:00,"Pragathipura Main Road, Banashankari Temple Ward, Bengaluru South City Corporation",NO PARKING
FKN00GL102512,SCOOTER,2,2023-12-18 03:30:46+00:00,"Ballapete Main Road, Balepete, Chickpete",NO PARKING | WRONG PARKING
FKN00GL102524,MOTOR CYCLE,2,2023-12-19 03:21:46+00:00,"Sri Dharmaraya Swamy Temple Main Road, Halsurpete, Nagartapete",NO PARKING
FKN00GL86664,CAR,2,2024-03-11 01:22:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL86661,MOTOR CYCLE,2,2024-03-10 23:58:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL102491,SCOOTER,2,2023-11-26 22:59:46+00:00,"Lakshmipura Main Road, Bhawani Nagar, Gavipuram",WRONG PARKING
FKN00GL102534,MOTOR CYCLE,2,2023-11-27 06:20:46+00:00,"Hosur Road, Maha Ligeshwara Layout, Adugodi",NO PARKING
FKN00GL102547,SCOOTER,2,2023-11-27 08:10:46+00:00,"Bhartiya City Road, Bhartiya City, Kogilu",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL86638,CAR,2,2024-03-11 22:24:46+00:00,"Shankara Mutt Road, Sankarapuram, Basavanagudi",NO PARKING
FKN00GL102549,LGV,2,2024-01-19 23:50:46+00:00,"1st Main Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING
FKN00GL86630,MOTOR CYCLE,2,2024-03-10 23:51:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING
FKN00GL86620,SCOOTER,2,2024-03-10 23:27:46+00:00,"ITPL Main Road, Maruthi Emerald, Thubarahalli",WRONG PARKING
FKN00GL86619,HGV,2,2024-03-10 23:28:46+00:00,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru",WRONG PARKING
FKN00GL86618,CAR,2,2024-03-10 23:29:46+00:00,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru",WRONG PARKING
FKN00GL102530,SCOOTER,2,2023-12-19 03:28:46+00:00,"Sri Dharmaraya Swamy Temple Main Road, Halsurpete, Nagartapete",NO PARKING
FKN00GL86846,GOODS AUTO,2,2024-04-08 06:33:46+00:00,"17th Main Road, Freedom Fighters Colony, Laggere",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL102499,SCOOTER,2,2023-11-27 01:27:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL1025,CAR,2,2024-03-15 00:38:46+00:00,"Dr Masti Venkatesh Iyengar Road, Basappa Layout, Hanumantha Nagar",WRONG PARKING
FKN00GL8682,CAR,2,2024-03-28 02:57:46+00:00,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout",NO PARKING | WRONG PARKING
FKN00GL86811,SCOOTER,2,2024-04-08 06:26:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING | NO PARKING
FKN00GL86806,CAR,2,2024-03-11 05:03:46+00:00,"Panchayath Raj Commissionerate, 9, 12",NO PARKING
FKN00GL86798,CAR,2,2024-03-16 21:01:46+00:00,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL86788,CAR,2,2024-03-30 09:32:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING
FKN00GL86719,SCOOTER,2,2024-03-09 20:37:46+00:00,"Sarjapura Main Road, Jain Heights, Kaikondrahalli",NO PARKING
FKN00GL102507,PASSENGER AUTO,2,2023-11-27 03:26:46+00:00,"Pipe Line Road, Manuvana, Vijaya Nagar",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL86779,PASSENGER AUTO,2,2024-03-11 05:08:46+00:00,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL86776,CAR,2,2024-04-07 23:21:46+00:00,"60 Feet Road, Block 5, Koramangala",WRONG PARKING | NO PARKING
FKN00GL86774,CAR,2,2024-04-08 06:15:46+00:00,"Jogupalaya Main Road, Doddaiah Layout, Halasuru",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL86773,SCOOTER,2,2024-04-08 06:35:46+00:00,"Jogupalaya Main Road, Doddaiah Layout, Halasuru",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL86765,PASSENGER AUTO,2,2024-04-08 11:53:46+00:00,"20th Main Road, Block 7, Koramangala",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL86750,PASSENGER AUTO,2,2024-04-08 02:44:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL86746,SCOOTER,2,2024-03-11 03:33:46+00:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete",WRONG PARKING
FKN00GL86726,CAR,2,2024-04-08 06:48:46+00:00,"20th A Main Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2",WRONG PARKING
FKN00GL86786,CAR,2,2024-03-17 05:17:46+00:00,"Hosa Road, Rayasandra, Bengaluru",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL87427,SCOOTER,2,2024-03-12 03:18:46+00:00,"Commercial Street, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL87426,SCOOTER,2,2024-03-12 03:16:46+00:00,"Commercial Street, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL87425,SCOOTER,2,2024-03-12 03:13:46+00:00,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING
FKN00GL87424,SCOOTER,2,2024-03-12 03:12:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING
FKN00GL87423,MOTOR CYCLE,2,2024-03-12 02:29:46+00:00,"4th Main Road, Shri Ma Ramamurthy Circle, Basavanagudi",NO PARKING
FKN00GL87418,SCOOTER,2,2024-03-12 03:15:46+00:00,"Commercial Street, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL102312,PASSENGER AUTO,2,2023-11-23 20:32:46+00:00,"Rao Bahadur DGT Road, Majestic Circle, Majestic",NO PARKING
FKN00GL87413,CAR,2,2024-03-12 03:03:46+00:00,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL87053,SCOOTER,2,2024-02-27 05:28:46+00:00,"1st Cross Road, Mallige Thotta, Cholurpalya",WRONG PARKING | NO PARKING
FKN00GL87404,SCOOTER,2,2024-03-27 03:10:46+00:00,"20th Main Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL87403,MOTOR CYCLE,2,2024-03-12 03:01:46+00:00,"1st Cross Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL102326,MOTOR CYCLE,2,2023-11-23 03:37:46+00:00,"3rd Cross Road, Arepanahalli, Wilson Garden",NO PARKING
FKN00GL102344,CAR,2,2024-03-05 21:39:46+00:00,"Silver County Road, Iconest 5, DRB Sanidhi Layout",NO PARKING | DOUBLE PARKING
FKN00GL87383,MOTOR CYCLE,2,2024-03-11 01:16:46+00:00,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete",NO PARKING
FKN00GL87368,CAR,2,2024-03-12 02:25:46+00:00,"Outer Ring Road, Saffron Square, Kariyammana Agrahara",PARKING NEAR ROAD CROSSING | WRONG PARKING | NO PARKING
FKN00GL87361,PASSENGER AUTO,2,2024-03-12 02:19:46+00:00,"Outer Ring Road, Saffron Square, Kariyammana Agrahara",PARKING NEAR ROAD CROSSING | WRONG PARKING
FKN00GL8736,CAR,2,2024-02-03 23:25:46+00:00,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2",NO PARKING
FKN00GL87409,SCOOTER,2,2024-03-16 22:03:46+00:00,"20th Main Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL87508,CAR,2,2024-03-12 03:58:46+00:00,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar",WRONG PARKING
FKN00GL87504,SCOOTER,2,2024-03-12 03:43:46+00:00,"SK Road, AT Extension, Gandhi Nagar",WRONG PARKING
FKN00GL102291,SCOOTER,2,2024-01-21 05:24:46+00:00,"SJP Road, Dharmaraya Swamy Temple Ward, Bengaluru Central City Corporation",WRONG PARKING
FKN00GL8750,MOTOR CYCLE,2,2024-04-02 05:24:46+00:00,"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area",PARKING ON FOOTPATH | WRONG PARKING | NO PARKING
FKN00GL87482,CAR,2,2024-03-21 21:17:46+00:00,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL87476,SCOOTER,2,2024-03-12 03:53:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",WRONG PARKING
FKN00GL87455,CAR,2,2024-03-19 21:58:46+00:00,"6th Main Road, Block 4 Stage 3, Basaveshwara Nagar",NO PARKING | WRONG PARKING
FKN00GL8745,MOTOR CYCLE,2,2024-03-29 05:23:46+00:00,"17th Cross Road, Police Quarters, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL87428,SCOOTER,2,2024-03-12 03:19:46+00:00,"Commercial Street, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL102297,SCOOTER,2,2023-11-23 02:55:46+00:00,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete",NO PARKING
FKN00GL87445,PASSENGER AUTO,2,2024-03-21 22:04:46+00:00,"Kempegowda Road, Mysore Bank Circle, Chickpete",NO PARKING | WRONG PARKING
FKN00GL102304,CAR,2,2023-11-23 02:24:46+00:00,"Whitefield Main Road, Ambedkar Nagar, S.M Krishna Ward",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL87438,SCOOTER,2,2024-03-12 03:27:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL87436,SCOOTER,2,2024-03-12 03:27:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL87432,PASSENGER AUTO,2,2024-03-12 03:19:46+00:00,"Commercial Street, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL87431,SCOOTER,2,2024-03-12 03:28:46+00:00,"Jumma Masjid Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL87430,MOTOR CYCLE,2,2024-03-12 03:25:46+00:00,"Jumma Masjid Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL102308,CAR,2,2023-11-26 02:02:46+00:00,"Jeevan Bhima Nagar Main Road, Sector 11, LIC Colony",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL87449,MOTOR CYCLE,2,2024-03-12 03:39:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL87189,CAR,2,2024-03-11 20:35:46+00:00,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL87185,JEEP,2,2023-12-01 21:47:46+00:00,"AS Char Main Road, Sultanpete, Bengaluru",WRONG PARKING
FKN00GL10242,CAR,2,2024-03-29 03:04:46+00:00,"Sri Venkataranga Ayangar Road, Mill Corner Junction, Seshadripuram",NO PARKING
FKN00GL87164,PASSENGER AUTO,2,2024-03-11 21:13:46+00:00,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura",WRONG PARKING
FKN00GL102420,PASSENGER AUTO,2,2023-12-08 01:37:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",WRONG PARKING | NO PARKING
FKN00GL87134,CAR,2,2024-03-11 20:19:46+00:00,"Mysore Road, City Market Circle, Bengaluru",WRONG PARKING
FKN00GL8713,PASSENGER AUTO,2,2024-02-03 22:10:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",WRONG PARKING
FKN00GL102426,CAR,2,2024-03-11 05:55:46+00:00,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL87343,MOTOR CYCLE,2,2024-03-12 03:13:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",WRONG PARKING
FKN00GL87088,GOODS AUTO,2,2024-03-21 21:18:46+00:00,"Devara Chikkanahalli Main Road, Someshwara Layout, Bilekahalli",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL87085,CAR,2,2024-03-26 22:21:46+00:00,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL87084,CAR,2,2024-03-21 20:18:46+00:00,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL87078,PASSENGER AUTO,2,2024-03-11 03:14:46+00:00,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar",WRONG PARKING
FKN00GL87077,CAR,2,2024-03-10 00:40:46+00:00,"1st Main Road, Maharani College Junction, Gandhi Nagar",WRONG PARKING
FKN00GL87076,CAR,2,2024-03-09 20:43:46+00:00,"3rd Cross Road, Sri Kanakadasa Circle, Gandhi Nagar",NO PARKING
FKN00GL8706,PASSENGER AUTO,2,2024-03-30 04:04:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",NO PARKING
FKN00GL87054,MOTOR CYCLE,2,2024-03-30 23:19:46+00:00,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar",WRONG PARKING
FKN00GL87103,CAR,2,2024-04-04 22:29:46+00:00,"Kalasipalyam Main Road, City Market Circle, Bengaluru",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL87317,SCOOTER,2,2024-03-12 00:50:46+00:00,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam",WRONG PARKING
FKN00GL87316,SCOOTER,2,2024-03-12 00:51:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL87299,SCOOTER,2,2024-03-23 07:21:46+00:00,"Pattandur Agrahara Road, Harman Campus, EOIZ Industrial Area",NO PARKING
FKN00GL102369,SCOOTER,2,2023-12-12 01:11:46+00:00,"17th Cross Road, Parangipalya, Sector 2",NO PARKING
FKN00GL102373,PASSENGER AUTO,2,2023-11-24 22:49:46+00:00,"Little Break, Mahatma Gandhi Road, Craig Park Layout",NO PARKING | WRONG PARKING
FKN00GL102386,SCOOTER,2,2023-11-24 05:59:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",WRONG PARKING
FKN00GL87274,PASSENGER AUTO,2,2024-03-19 19:14:46+00:00,"MBT Road, Devasandra Junction, KR Puram",WRONG PARKING
FKN00GL87268,CAR,2,2024-03-22 04:34:46+00:00,"Da Ra Bendre Road, Phoenix Kessaku, Rajaji Nagar",WRONG PARKING | NO PARKING
FKN00GL87197,CAR,2,2024-03-22 23:31:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL10239,MOTOR CYCLE,2,2024-01-29 02:40:46+00:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete",NO PARKING
FKN00GL102408,CAR,2,2023-11-29 05:03:46+00:00,"15th Cross Road, Hulimangala, Electronic City",NO PARKING
FKN00GL87234,BUS (BMTC/KSRTC),2,2024-03-11 23:21:46+00:00,"Outer Ring Road, Eldorado Apartment, Marathahalli Village",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL87227,SCOOTER,2,2024-03-11 22:54:46+00:00,"Cider Sports & Fitness, 23/2, Begur Road",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL87226,SCOOTER,2,2024-03-11 22:50:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL87224,MAXI-CAB,2,2024-03-11 23:02:46+00:00,"Dr Rajkumar Punya Bhoomi Road, Radiant Karel, Pantarapalya",NO PARKING
FKN00GL87219,PRIVATE BUS,2,2024-03-11 22:59:46+00:00,"Outer Ring Road, Sharadamma Layout, Munnekolala",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL102416,SCOOTER,2,2023-11-26 01:51:46+00:00,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING
FKN00GL87204,LGV,2,2024-03-21 20:49:46+00:00,"12th Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar",NO PARKING | PARKING IN A MAIN ROAD | DEFECTIVE NUMBER PLATE
FKN00GL102389,PRIVATE BUS,2,2023-12-01 03:31:46+00:00,"OTC Road, RK Puram, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL82091,PASSENGER AUTO,2,2024-03-08 03:59:46+00:00,"4th Cross Road, KFC Circle, Indiranagar",PARKING IN A MAIN ROAD | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC | WRONG PARKING
FKN00GL103501,MOTOR CYCLE,2,2023-12-10 04:01:46+00:00,"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar",WRONG PARKING | NO PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL82089,CAR,2,2024-03-08 04:03:46+00:00,"11th Cross Road, Stage 2, Indiranagar",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL82088,PASSENGER AUTO,2,2024-03-08 04:02:46+00:00,"11th Cross Road, Stage 2, Indiranagar",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL103504,CAR,2,2023-12-10 05:55:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING | WRONG PARKING
FKN00GL8207,CAR,2,2024-02-22 04:20:46+00:00,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru",WRONG PARKING
FKN00GL82067,MOTOR CYCLE,2,2024-03-07 09:41:46+00:00,"Haji Ibrahim Sahib Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING | WRONG PARKING
FKN00GL82066,SCOOTER,2,2024-03-07 09:41:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING | WRONG PARKING
FKN00GL84707,PASSENGER AUTO,2,2024-02-25 04:18:46+00:00,"Basappa Circle, Nawab Hyder Ali Khan Road, Kalasipalyam",NO PARKING
FKN00GL82048,PASSENGER AUTO,2,2024-03-07 09:40:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING
FKN00GL8204,CAR,2,2024-04-03 05:45:46+00:00,"8th Cross Road, Parisara Organic Junction, Malleshwaram",WRONG PARKING | NO PARKING
FKN00GL103511,CAR,2,2023-12-10 09:25:46+00:00,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL82026,PASSENGER AUTO,2,2024-03-07 05:01:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL82025,CAR,2,2024-03-07 04:49:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL82019,SCOOTER,2,2024-03-08 03:00:46+00:00,"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar",PARKING IN A MAIN ROAD | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC | WRONG PARKING
FKN00GL82006,PASSENGER AUTO,2,2024-03-08 03:02:46+00:00,"Outer Ring Road, Saffron Square, Kariyammana Agrahara",WRONG PARKING | PARKING NEAR ROAD CROSSING | PARKING IN A MAIN ROAD
FKN00GL82004,CAR,2,2024-04-07 23:27:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",WRONG PARKING
FKN00GL82050,SCOOTER,2,2024-03-08 02:25:46+00:00,"Bannerghatta Main Road, Vakil Square, Gurappanapalya",NO PARKING | WRONG PARKING
FKN00GL103491,PASSENGER AUTO,2,2024-01-09 03:36:46+00:00,"1st Main Road, Maharani College Junction, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL8217,PASSENGER AUTO,2,2024-02-03 07:24:46+00:00,"5th Cross Road, Malleshwaram Circle, Malleshwaram",NO PARKING
